Transaction Date,Post Date,Description,Category,Type,Amount,Memo
02/01/2025,02/03/2025,WENDY'S #0028,Food & Drink,Sale,-10.74,
02/02/2025,02/03/2025,AMAZON MKTPL*ZC0US47K1,Shopping,Sale,-33.74,
02/01/2025,02/03/2025,KWIK TRIP #938,Gas,Sale,-27.88,
02/01/2025,02/02/2025,PAYPAL *IKEANORTHAM IKEA.,Home,Sale,-15.86,
02/02/2025,02/02/2025,UNITEDHEALTHCARE E&amp;I,Health & Wellness,Sale,-65.52,
02/01/2025,02/02/2025,CHIPOTLE MEX GR ONLINE,Food & Drink,Sale,-18.09,
01/29/2025,01/31/2025,CHICK-FIL-A #04088,Food & Drink,Sale,-15.97,
01/28/2025,01/30/2025,WENDY'S #0028,Food & Drink,Sale,-12.32,
01/28/2025,01/29/2025,AMAZON MKTPL*Z77VC4ET2,Shopping,Sale,-81.16,
01/28/2025,01/29/2025,WL *Steam Purchase,Entertainment,Sale,-44.80,
01/26/2025,01/29/2025,WENDY'S #0028,Food & Drink,Sale,-12.01,
01/25/2025,01/28/2025,WENDY'S #0028,Food & Drink,Sale,-14.64,
01/27/2025,01/27/2025,Offer:Kentucky Fried C,Fees & Adjustments,Adjustment,1.05,
01/23/2025,01/24/2025,KFC D556002,Food & Drink,Sale,-10.54,
01/23/2025,01/23/2025,PAYPAL *TIUS CORP,Shopping,Sale,-109.00,
01/21/2025,01/23/2025,WENDY'S #0028,Food & Drink,Sale,-6.63,
01/21/2025,01/22/2025,CHIPOTLE MEX GR ONLINE,Food & Drink,Sale,-32.39,
01/19/2025,01/21/2025,KWIK TRIP #172,Gas,Sale,-1.99,
01/21/2025,01/21/2025,X CORP. PAID FEATURES,Shopping,Sale,-8.00,
01/19/2025,01/21/2025,MENARDS KENOSHA WI,Home,Sale,-9.26,
01/21/2025,01/21/2025,AMAZON MKTPL*Z51HL1Q91,Shopping,Sale,-105.95,
01/19/2025,01/21/2025,KWIK TRIP #172,Gas,Sale,-35.56,
01/19/2025,01/20/2025,WL *STEAM PURCHASE,Entertainment,Sale,-19.77,
01/20/2025,01/20/2025,AMAZON MKTPL*Z52HF5M21,Shopping,Sale,-9.48,
01/18/2025,01/19/2025,Payment Thank You-Mobile,,Payment,3000.92,
01/16/2025,01/17/2025,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-17.69,
01/16/2025,01/17/2025,Amazon.com*ZG8LB9V22,Shopping,Sale,-10.03,
01/15/2025,01/17/2025,WENDY'S #0028,Food & Drink,Sale,-7.27,
01/15/2025,01/16/2025,GOOGLE *YouTubePremium,Entertainment,Sale,-14.76,
01/14/2025,01/15/2025,CHIPOTLE ONLINE,Food & Drink,Sale,-14.40,
01/13/2025,01/14/2025,Amazon.com*ZD8831MN1,Shopping,Sale,-7.90,
01/13/2025,01/14/2025,AMAZON MKTPL*ZD2EU8VL1,Shopping,Sale,-33.10,
01/13/2025,01/14/2025,AMAZON MKTPL*ZG0GY4CD2,Shopping,Sale,-57.92,
01/12/2025,01/13/2025,WALGREENS #7965,Health & Wellness,Sale,-5.79,
01/12/2025,01/13/2025,AMAZON MKTPL*Z53A61732,Shopping,Sale,-16.86,
01/11/2025,01/12/2025,AMAZON MKTPL*Z53MK2B72,Shopping,Sale,-47.46,
01/11/2025,01/12/2025,PANDA EXPRESS #1805,Food & Drink,Sale,-10.55,
01/10/2025,01/12/2025,AMAZON MKTPL*ZD2PX9F61,Shopping,Sale,-21.09,
01/12/2025,01/12/2025,Amazon.com*ZD6V62R50,Shopping,Sale,-32.24,
01/09/2025,01/10/2025,CHIPOTLE ONLINE,Food & Drink,Sale,-2.11,
01/07/2025,01/09/2025,WENDY'S #0028,Food & Drink,Sale,-9.38,
01/07/2025,01/09/2025,HOBBY LOBBY #350,Shopping,Sale,-26.86,
01/07/2025,01/08/2025,SP COLOSSEUM GAMES,Shopping,Sale,-15.75,
01/08/2025,01/08/2025,Patreon* Membership,Entertainment,Sale,-21.10,
01/06/2025,01/07/2025,AMAZON MKTPL*ZD18E0KG2,Shopping,Sale,-39.45,
01/05/2025,01/06/2025,BP#1332100DJ CONVENIENCE,Gas,Sale,-3.37,
01/04/2025,01/06/2025,WENDY'S #0028,Food & Drink,Sale,-8.76,
01/02/2025,01/05/2025,TACO BELL 736174,Food & Drink,Sale,-18.41,
01/04/2025,01/05/2025,AMAZON MKTPL*ZP3IX32A0,Shopping,Sale,-28.47,
01/03/2025,01/05/2025,AMAZON MKTPL*ZP1O02OP1,Shopping,Sale,-18.56,
01/03/2025,01/05/2025,AMAZON MKTPL*ZP9ER9B90,Shopping,Sale,-5.79,
01/03/2025,01/05/2025,Amazon.com*ZP1UG75O0,Shopping,Sale,-32.24,
01/02/2025,01/03/2025,AMAZON MKTPL*ZE3W35IF1,Shopping,Sale,-5.79,
01/02/2025,01/03/2025,AMAZON MKTPL*ZD4IF1LY2,Shopping,Sale,-42.18,
01/01/2025,01/02/2025,AMAZON MKTPL*ZE8QA1S31,Shopping,Sale,-52.74,
01/01/2025,01/02/2025,PAYPAL *WHAMBAMSYS,Shopping,Sale,-15.26,
12/31/2024,01/01/2025,AMAZON MKTPL*ZP1DM67N2,Shopping,Sale,-64.33,
12/31/2024,01/01/2025,JERSEY MIKES 29028,Food & Drink,Sale,-32.12,
12/31/2024,01/01/2025,AMAZON MKTPL*ZP65Z8LS0,Shopping,Sale,-6.32,
12/31/2024,01/01/2025,AMAZON MKTPL*ZE5NW28I1,Shopping,Sale,-287.97,
12/31/2024,01/01/2025,AMAZON MKTPL*ZP0WX4ZH0,Shopping,Sale,-35.20,
12/30/2024,01/01/2025,KWIK TRIP #172,Gas,Sale,-40.32,
12/30/2024,12/31/2024,AMAZON MKTPL*ZE9NU15Q1,Shopping,Sale,-8.43,
12/30/2024,12/31/2024,AMZN Mktp US*ZP0KL46Y2,Shopping,Sale,-34.76,
12/30/2024,12/31/2024,Amazon.com*ZP0EQ3SV2,Shopping,Sale,-54.19,
12/30/2024,12/31/2024,AMAZON MKTPL*ZE7V24551,Shopping,Sale,-27.42,
12/30/2024,12/31/2024,AMAZON MKTPL*ZE0T635Q1,Shopping,Sale,-15.81,
12/30/2024,12/31/2024,AMAZON MKTPL*ZE5KL2MG1,Shopping,Sale,-12.51,
12/30/2024,12/31/2024,AMAZON MKTPL*ZP0ZR98B2,Shopping,Sale,-10.54,
12/30/2024,12/31/2024,PORTILLOS HOT DOGS #41,Food & Drink,Sale,-25.19,
12/30/2024,12/31/2024,Amazon.com*ZP66F4FZ0,Shopping,Sale,-104.19,
12/30/2024,12/30/2024,AMAZON MKTPL*ZE5FE3X01,Shopping,Sale,-11.59,
12/29/2024,12/30/2024,AMZN Mktp US*ZP1K65MD2,Shopping,Sale,-73.84,
12/29/2024,12/30/2024,Amazon.com,Shopping,Return,46.41,
12/29/2024,12/30/2024,AMAZON MKTPLACE PMTS,Shopping,Return,118.15,
12/29/2024,12/30/2024,Amazon.com*ZP8Z55572,Shopping,Sale,-40.65,
12/29/2024,12/30/2024,AMAZON MKTPLACE PMTS,Shopping,Return,18.98,
12/29/2024,12/30/2024,Amazon.com*ZE1XO2AG1,Shopping,Sale,-20.97,
12/29/2024,12/30/2024,AMAZON MKTPL*ZP4MD6MJ2,Shopping,Sale,-18.98,
12/29/2024,12/30/2024,AMAZON MKTPL*ZE6JG60I1,Shopping,Sale,-12.63,
12/28/2024,12/29/2024,Amazon.com*ZE2LI18I0,Shopping,Sale,-64.48,
12/29/2024,12/29/2024,AMAZON MKTPL*ZE22U5T81,Shopping,Sale,-168.79,
12/27/2024,12/29/2024,ACE HARDWARE CORPORATION,Home,Sale,-146.65,
12/27/2024,12/29/2024,ACE HARDWARE CORPORATION,Home,Return,146.65,
12/27/2024,12/29/2024,ACE HARDWARE CORPORATION,Home,Sale,-146.65,
12/27/2024,12/29/2024,AMAZON MKTPL*Z969K4RR1,Shopping,Sale,-42.18,
12/28/2024,12/29/2024,IKEA 468545128,Home,Sale,-11.64,
12/28/2024,12/29/2024,PAYPAL *TCGPLAYER,Shopping,Sale,-141.14,
12/27/2024,12/29/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-17.69,
12/26/2024,12/27/2024,PANDA EXPRESS #1805,Food & Drink,Sale,-10.34,
12/26/2024,12/27/2024,PAYPAL *TCGPLAYER,Shopping,Sale,-141.16,
12/24/2024,12/26/2024,WENDY'S #0028,Food & Drink,Sale,-6.32,
12/25/2024,12/26/2024,CS *LULULEMON GC,Shopping,Sale,-100.00,
12/24/2024,12/25/2024,DOLLAR TREE,Shopping,Sale,-6.33,
12/25/2024,12/25/2024,Amazon.com*ZE5ZU73Z0,Shopping,Sale,-200.00,
12/24/2024,12/25/2024,GAMESTOP 7591,Entertainment,Sale,-42.19,
12/24/2024,12/25/2024,TARGET        00022517,Shopping,Sale,-299.96,
12/25/2024,12/25/2024,AMAZON MKTPLACE PMTS,Shopping,Return,20.03,
12/23/2024,12/24/2024,AMAZON MKTPL*ZE1VO9GF2,Shopping,Sale,-10.54,
12/22/2024,12/24/2024,WENDY'S #0028,Food & Drink,Sale,-16.85,
12/21/2024,12/23/2024,FEDEX OFFIC17400017491,Personal,Sale,-0.76,
12/22/2024,12/23/2024,AMAZON MKTPL*ZE9750J82,Shopping,Sale,-18.97,
12/21/2024,12/22/2024,POPEYES 14744,Food & Drink,Sale,-23.60,
12/21/2024,12/22/2024,X CORP. PAID FEATURES,Shopping,Sale,-8.00,
12/20/2024,12/22/2024,AMAZON MKTPL*Z98C549L2,Shopping,Sale,-42.18,
12/22/2024,12/22/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-10.52,
12/21/2024,12/22/2024,AMAZON MKTPL*Z97ZH6XC0,Shopping,Sale,-6.52,
12/19/2024,12/20/2024,AMAZON MKTPL*Z90X55BB2,Shopping,Sale,-15.81,
12/19/2024,12/20/2024,Amazon.com*Z14AQ0651,Shopping,Sale,-46.41,
12/17/2024,12/19/2024,PIZZA HUT 035655,Food & Drink,Sale,-14.77,
12/17/2024,12/18/2024,AMAZON MKTPLACE PMTS,Shopping,Return,25.31,
12/17/2024,12/18/2024,AMAZON MKTPLACE PMTS,Shopping,Return,15.18,
12/17/2024,12/17/2024,Payment Thank You-Mobile,,Payment,1969.83,
12/15/2024,12/17/2024,SPORT CLIPS - WI105 - KEN,Personal,Sale,-35.00,
12/15/2024,12/17/2024,TACO BELL 736174,Food & Drink,Sale,-14.94,
12/14/2024,12/16/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-14.59,
12/15/2024,12/16/2024,AMAZON MKTPL*Z12X07HC2,Shopping,Sale,-59.75,
12/14/2024,12/16/2024,ARBYS ECOM 7303,Food & Drink,Sale,-11.06,
12/15/2024,12/16/2024,GOOGLE *YouTubePremium,Entertainment,Sale,-14.76,
12/15/2024,12/16/2024,AMAZON MKTPL*ZX8FK08S1,Shopping,Sale,-25.31,
12/13/2024,12/15/2024,WENDY'S #0028,Food & Drink,Sale,-40.48,
12/14/2024,12/15/2024,AMAZON MKTPL*ZX9C09720,Shopping,Sale,-118.15,
12/13/2024,12/13/2024,AMAZON MKTPL*ZX9495590,Shopping,Sale,-42.18,
12/13/2024,12/13/2024,AMAZON MKTPLACE PMTS,Shopping,Return,17.82,
12/12/2024,12/13/2024,Amazon.com,Shopping,Return,18.24,
12/12/2024,12/13/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-18.09,
12/11/2024,12/12/2024,AMZN Mktp US*ZX4MO5AD0,Shopping,Sale,-62.22,
12/11/2024,12/12/2024,AMAZON MKTPL*ZR8GK5UN1,Shopping,Sale,-15.18,
12/09/2024,12/11/2024,KWIK TRIP #172,Gas,Sale,-40.00,
12/09/2024,12/11/2024,WENDY'S #0028,Food & Drink,Sale,-16.41,
12/09/2024,12/10/2024,Amazon.com*ZX2SP3TG2,Shopping,Sale,-18.24,
12/09/2024,12/10/2024,MICROSOFT*STORE,Shopping,Sale,-13.07,
12/09/2024,12/10/2024,AMAZON MKTPL*ZR4PB8DX0,Shopping,Sale,-7.37,
12/08/2024,12/09/2024,AMAZON MKTPL*ZR3JD7VB0,Shopping,Sale,-36.80,
12/06/2024,12/08/2024,AMAZON MKTPL*ZL69A1D71,Shopping,Sale,-36.48,
12/07/2024,12/08/2024,GEICO  *AUTO,Bills & Utilities,Sale,-608.65,
12/06/2024,12/08/2024,Amazon.com*ZR10M1P52,Shopping,Sale,-12.83,
12/06/2024,12/08/2024,AMAZON MKTPL*ZL5EH0D21,Shopping,Sale,-12.64,
12/07/2024,12/08/2024,HARBOR FREIGHT TOOLS3397,Home,Sale,-11.90,
12/07/2024,12/08/2024,AMZN Mktp US*ZL7KB3RU1,Shopping,Sale,-61.66,
12/06/2024,12/08/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-24.55,
12/06/2024,12/08/2024,help.marvel.com,Entertainment,Return,10.54,
12/06/2024,12/08/2024,AMAZON MKTPL*ZR8447XS2,Shopping,Sale,-13.92,
12/07/2024,12/08/2024,AMAZON MKTPL*ZR2HP6212,Shopping,Sale,-16.85,
12/06/2024,12/08/2024,AMAZON MKTPL*ZR4JF7XZ2,Shopping,Sale,-10.54,
12/04/2024,12/05/2024,help.marvel.com,Entertainment,Sale,-10.54,
12/04/2024,12/05/2024,AMAZON MKTPL*ZL5FK0PS1,Shopping,Sale,-40.03,
12/03/2024,12/04/2024,AMAZON MKTPL*ZL5ML72C2,Shopping,Sale,-37.95,
12/03/2024,12/04/2024,AMAZON MKTPL*ZL3558BN2,Shopping,Sale,-98.47,
12/01/2024,12/02/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.90,
11/30/2024,12/02/2024,WENDY'S #0046,Food & Drink,Sale,-5.58,
11/29/2024,12/01/2024,Amazon.com*Z364E4PC1,Shopping,Sale,-88.54,
11/29/2024,12/01/2024,AMAZON MKTPL*Z394Y7PV1,Shopping,Sale,-37.91,
11/26/2024,11/27/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
11/23/2024,11/25/2024,TACO BELL 736174,Food & Drink,Sale,-19.35,
11/23/2024,11/25/2024,WENDY'S #0028,Food & Drink,Sale,-16.84,
11/20/2024,11/21/2024,PIGGLY WIGGLY #209,Groceries,Sale,-20.22,
11/21/2024,11/21/2024,X CORP. PAID FEATURES,Shopping,Sale,-8.00,
11/19/2024,11/20/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
11/18/2024,11/19/2024,Payment Thank You-Mobile,,Payment,468.09,
11/16/2024,11/18/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-17.32,
11/17/2024,11/18/2024,AMAZON MKTPL*FE0OC9IY3,Shopping,Sale,-200.44,
11/16/2024,11/17/2024,TEXAS ROADHOUSE #2126 OL,Food & Drink,Sale,-24.78,
11/15/2024,11/17/2024,GOOGLE *YouTubePremium,Shopping,Sale,-14.76,
11/14/2024,11/15/2024,McDonalds 6502,Food & Drink,Sale,-5.05,
11/14/2024,11/15/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
11/12/2024,11/14/2024,KWIK TRIP #975,Gas,Sale,-44.30,
11/12/2024,11/13/2024,CHIPOTLE 2820,Food & Drink,Sale,-17.83,
11/10/2024,11/11/2024,ORDER.NOODLES.COM,Food & Drink,Sale,-12.24,
11/10/2024,11/11/2024,MOD PIZZA PLEASANT,Food & Drink,Sale,-40.15,
11/07/2024,11/08/2024,McDonalds 17734,Food & Drink,Sale,-5.26,
11/06/2024,11/06/2024,Offer:Arby's,Fees & Adjustments,Adjustment,1.42,
11/04/2024,11/06/2024,TACO BELL 736174,Food & Drink,Sale,-19.35,
11/04/2024,11/05/2024,help.marvel.com,Entertainment,Sale,-3.17,
11/02/2024,11/04/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-16.55,
11/02/2024,11/04/2024,KWIK TRIP #172,Gas,Sale,-38.19,
11/02/2024,11/04/2024,TARGET        00022517,Shopping,Sale,-70.00,
10/31/2024,11/03/2024,ARBYS ECOM 7303,Food & Drink,Sale,-14.21,
11/02/2024,11/03/2024,SMOKERS CHOICE PP LLC,Shopping,Sale,-32.59,
10/29/2024,10/30/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
10/28/2024,10/29/2024,AMAZON MKTPL*GG6VE9UP3,Shopping,Sale,-5.26,
10/27/2024,10/28/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-23.39,
10/27/2024,10/28/2024,AMAZON MKTPL*4A62K31F3,Shopping,Sale,-21.06,
10/26/2024,10/27/2024,WENDY'S #0028,Food & Drink,Sale,-9.90,
10/25/2024,10/25/2024,BLIZZARD *US741853728,Entertainment,Sale,-15.81,
10/24/2024,10/24/2024,Payment Thank You-Mobile,,Payment,461.26,
10/22/2024,10/23/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
10/21/2024,10/23/2024,THE LEAF CAFE,Food & Drink,Sale,-16.16,
10/20/2024,10/21/2024,MOD PIZZA PLEASANT,Food & Drink,Sale,-21.92,
10/21/2024,10/21/2024,X CORP. PAID FEATURES,Shopping,Sale,-8.00,
10/16/2024,10/17/2024,Offer:Lyft,Fees & Adjustments,Adjustment,2.87,
10/14/2024,10/16/2024,WENDY'S #0028,Food & Drink,Sale,-8.43,
10/15/2024,10/16/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
10/15/2024,10/16/2024,GOOGLE *YouTubePremium,Shopping,Sale,-14.76,
10/14/2024,10/15/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-20.42,
10/14/2024,10/15/2024,X CORP. PAID FEATURES,Shopping,Sale,-8.00,
10/12/2024,10/13/2024,LYFT   *1 RIDE 10-10,Travel,Sale,-28.68,
10/10/2024,10/11/2024,TST*BREAKN EGGS CREPERI,Food & Drink,Sale,-25.00,
10/09/2024,10/10/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-13.93,
10/08/2024,10/09/2024,Amazon.com*EF8QO3L53,Shopping,Sale,-11.86,
10/07/2024,10/08/2024,WAY.COM*AIRPORTPARKING,Travel,Sale,-76.77,
10/06/2024,10/07/2024,AMERICARES FOUNDATION,Gifts & Donations,Sale,-25.00,
10/06/2024,10/07/2024,NFL,Bills & Utilities,Sale,-7.37,
10/04/2024,10/06/2024,help.marvel.com,Entertainment,Sale,-3.17,
10/01/2024,10/03/2024,TACO BELL 736174,Food & Drink,Sale,-13.66,
10/02/2024,10/03/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-17.69,
09/29/2024,10/01/2024,KWIK TRIP #975,Gas,Sale,-43.88,
09/29/2024,10/01/2024,KWIK TRIP #172,Gas,Sale,-0.21,
09/29/2024,09/30/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.13,
09/28/2024,09/29/2024,WENDY'S #0028,Food & Drink,Sale,-11.48,
09/25/2024,09/26/2024,AMAZON MKTPL*IK3K15VB3,Shopping,Sale,-18.98,
09/25/2024,09/25/2024,BLIZZARD *US737263776,Entertainment,Sale,-15.81,
09/24/2024,09/24/2024,Payment Thank You-Mobile,,Payment,816.73,
09/24/2024,09/24/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-7.16,
09/22/2024,09/23/2024,WENDY'S #0028,Food & Drink,Sale,-9.68,
09/21/2024,09/22/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
09/18/2024,09/20/2024,ARBYS 7303,Food & Drink,Sale,-14.21,
09/16/2024,09/17/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.90,
09/15/2024,09/16/2024,MOD PIZZA PLEASANT,Food & Drink,Sale,-10.54,
09/15/2024,09/16/2024,MOD PIZZA PLEASANT,Food & Drink,Sale,-21.08,
09/14/2024,09/15/2024,WENDY'S #0028,Food & Drink,Sale,-11.27,
09/14/2024,09/15/2024,X CORP. PAID FEATURES,Shopping,Sale,-8.00,
09/13/2024,09/13/2024,AMERICAN AIR0012175948081,Travel,Sale,-386.95,
09/12/2024,09/12/2024,Offer:Kwik Trip,Fees & Adjustments,Adjustment,1.10,
09/09/2024,09/11/2024,WENDY'S #0028,Food & Drink,Sale,-8.11,
09/07/2024,09/09/2024,KWIK TRIP #938,Gas,Sale,-36.73,
09/08/2024,09/09/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-24.13,
09/07/2024,09/09/2024,WENDY'S #0028,Food & Drink,Sale,-6.32,
09/06/2024,09/08/2024,SPORT CLIPS - WI105 - KEN,Personal,Sale,-35.00,
09/07/2024,09/08/2024,MOD PIZZA PLEASANT,Food & Drink,Sale,-10.54,
09/07/2024,09/08/2024,MCDONALD'S F27385,Food & Drink,Sale,-10.89,
09/04/2024,09/05/2024,help.marvel.com,Entertainment,Sale,-3.17,
09/01/2024,09/03/2024,WENDY'S #0028,Food & Drink,Sale,-6.32,
09/02/2024,09/03/2024,WL *Steam Purchase,Entertainment,Sale,-7.37,
08/31/2024,09/02/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-19.29,
09/01/2024,09/02/2024,ORDER.NOODLES.COM,Food & Drink,Sale,-12.24,
08/30/2024,09/01/2024,CULVERS OF KENOSHA GB RD,Food & Drink,Sale,-22.24,
08/29/2024,08/30/2024,Amazon.com*RK9QF56K2,Shopping,Sale,-20.64,
08/28/2024,08/29/2024,AMAZON MKTPL*RK1N67OI0,Shopping,Sale,-15.81,
08/27/2024,08/28/2024,BLIZZARD *US733509784,Entertainment,Sale,-52.74,
08/24/2024,08/26/2024,WENDY'S #0028,Food & Drink,Sale,-8.75,
08/24/2024,08/25/2024,Payment Thank You-Mobile,,Payment,711.15,
08/23/2024,08/25/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-22.08,
08/21/2024,08/22/2024,MISSION BBQ KENOSHA-ECOMM,Food & Drink,Sale,-17.33,
08/20/2024,08/21/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-17.83,
08/19/2024,08/20/2024,WL *Steam Purchase,Entertainment,Sale,-6.32,
08/18/2024,08/19/2024,Eneba order o-yty9j3e,Entertainment,Sale,-11.69,
08/16/2024,08/18/2024,SSA BROOKFIELD ZOO,Shopping,Sale,-19.43,
08/15/2024,08/18/2024,BZOO - WEBSITE ADMISSI,Entertainment,Sale,-127.85,
08/15/2024,08/16/2024,TAKE 5 #491,Automotive,Sale,-92.70,
08/14/2024,08/15/2024,X CORP. PAID FEATURES,Shopping,Sale,-8.00,
08/12/2024,08/14/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-14.23,
08/10/2024,08/12/2024,KWIK TRIP #172,Gas,Sale,-50.55,
08/11/2024,08/12/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-14.42,
08/11/2024,08/12/2024,WENDY'S #0028,Food & Drink,Sale,-8.44,
08/10/2024,08/11/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-3.15,
08/10/2024,08/11/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-25.31,
08/10/2024,08/11/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-30.44,
08/10/2024,08/11/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-5.53,
08/11/2024,08/11/2024,GOG sp. z o.o.,Entertainment,Sale,-4.96,
08/03/2024,08/05/2024,WENDY'S #0028,Food & Drink,Sale,-16.32,
08/04/2024,08/05/2024,help.marvel.com,Entertainment,Sale,-3.17,
08/03/2024,08/04/2024,GreenManGamingINCUSD,Entertainment,Sale,-10.00,
08/02/2024,08/02/2024,AMAZON MKTPL*RF04N1460,Shopping,Sale,-8.96,
07/29/2024,07/31/2024,CINEMARK THEATRES 244,Entertainment,Sale,-10.29,
07/30/2024,07/31/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-14.14,
07/29/2024,07/30/2024,THE LEAF CAFE,Food & Drink,Sale,-16.16,
07/28/2024,07/29/2024,LS THE SANCTUM TABLETO,Shopping,Sale,-120.74,
07/26/2024,07/28/2024,PIZZA HUT 035658,Food & Drink,Sale,-11.00,
07/24/2024,07/24/2024,Payment Thank You-Mobile,,Payment,855.62,
07/23/2024,07/24/2024,Amazon.com*RJ7743Q62,Shopping,Sale,-42.19,
07/16/2024,07/17/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.90,
07/15/2024,07/16/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-16.09,
07/15/2024,07/16/2024,WL *STEAM PURCHASE,Entertainment,Sale,-18.97,
07/13/2024,07/14/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-11.58,
07/13/2024,07/14/2024,GOOGLE *Tinder,Bills & Utilities,Sale,-10.54,
07/12/2024,07/14/2024,SAFELITE AUTOGLASS,Automotive,Sale,-500.00,
07/12/2024,07/14/2024,Fanatical 66914514fa81988,Entertainment,Sale,-4.99,
07/12/2024,07/12/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-10.54,
07/12/2024,07/12/2024,GOOGLE *Vladas,Bills & Utilities,Sale,-5.26,
07/10/2024,07/11/2024,SPEEDWAY 07434 5959 75TH,Gas,Sale,-50.39,
07/07/2024,07/09/2024,KWIK TRIP #172,Gas,Sale,-10.70,
07/09/2024,07/09/2024,Amazon.com*RY8WK8C62,Shopping,Sale,-9.36,
07/08/2024,07/09/2024,WL *Steam Purchase,Entertainment,Sale,-7.37,
07/07/2024,07/08/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-16.09,
07/06/2024,07/08/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-23.00,
07/05/2024,07/07/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-15.90,
07/04/2024,07/05/2024,WL *Steam Purchase,Entertainment,Sale,-20.86,
07/02/2024,07/04/2024,KWIK TRIP #172,Gas,Sale,-11.48,
07/01/2024,07/03/2024,WENDY'S #0028,Food & Drink,Sale,-8.02,
06/30/2024,07/01/2024,WL *STEAM PURCHASE,Entertainment,Sale,-6.32,
06/29/2024,07/01/2024,KWIK TRIP #172,Gas,Sale,-6.98,
06/30/2024,07/01/2024,WL *STEAM PURCHASE,Entertainment,Sale,-25.09,
06/28/2024,06/30/2024,PIZZA HUT 035658,Food & Drink,Sale,-11.50,
06/26/2024,06/28/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-11.85,
06/25/2024,06/27/2024,TACO BELL 736174,Food & Drink,Sale,-11.87,
06/24/2024,06/25/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-14.97,
06/24/2024,06/24/2024,Payment Thank You-Mobile,,Payment,1259.97,
06/21/2024,06/23/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-31.76,
06/22/2024,06/23/2024,FESTIVAL FOODS,Groceries,Sale,-56.11,
06/20/2024,06/21/2024,KFC D556002,Food & Drink,Sale,-6.32,
06/18/2024,06/18/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-10.54,
06/15/2024,06/17/2024,TARGET        00022517,Shopping,Sale,-50.00,
06/16/2024,06/17/2024,Amazon.com*WA8CQ6NN3,Shopping,Sale,-100.00,
06/15/2024,06/17/2024,KWIK TRIP #296,Gas,Sale,-8.98,
06/15/2024,06/17/2024,WENDY'S #0028,Food & Drink,Sale,-10.21,
06/15/2024,06/16/2024,DOLLAR TREE,Shopping,Sale,-2.11,
06/12/2024,06/14/2024,CHICK-FIL-A #04088,Food & Drink,Sale,-19.18,
06/08/2024,06/10/2024,KWIK TRIP #172,Gas,Sale,-7.36,
06/08/2024,06/09/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-14.14,
06/07/2024,06/09/2024,GEICO  *AUTO,Bills & Utilities,Sale,-607.95,
06/07/2024,06/09/2024,CULVERS OF PLEASANT PRAI,Food & Drink,Sale,-18.55,
06/06/2024,06/07/2024,QDOBA 2393 OLO,Food & Drink,Sale,-3.53,
